,Member_number,Date,itemDescription,quantidade,price
9645,1132,22-09-2015,leite inteiro,6,227.31
9646,3971,19-10-2015,pãezinhos / pãezinhos,5,262.05
9647,3969,05-03-2015,pãezinhos / pãezinhos,1,58.25
9648,4573,23-12-2015,pãezinhos / pãezinhos,1,42.69
9649,1648,01-05-2015,pastelaria,2,216.54
9650,2925,16-03-2015,iogurte,6,43.46
9651,4034,29-08-2015,leite inteiro,7,238.70
9652,4711,19-06-2015,leite inteiro,5,16.74
9653,3584,17-12-2015,leite inteiro,1,111.55
9654,2981,03-12-2015,leite inteiro,5,196.17
9655,3793,15-04-2015,leite inteiro,7,90.17
9656,1965,04-08-2015,outros vegetais,9,55.01
9657,2384,02-01-2015,fruta tropical,1,56.05
9658,1193,12-11-2015,vegetais de raiz,7,197.18
9659,4267,06-09-2015,leite inteiro,3,94.97
9660,2707,05-05-2015,leite inteiro,4,73.30
9661,3214,08-05-2015,iogurte,7,223.42
9662,1950,11-11-2015,leite inteiro,7,199.15
9663,4737,19-09-2015,vegetais de raiz,0,81.61
9664,3589,04-11-2015,iogurte,0,175.02
9665,2128,10-08-2015,refrigerante,1,7.14
9666,3866,21-04-2015,água engarrafada,5,250.27
9667,1882,09-07-2015,vegetais de raiz,7,111.84
9668,2011,22-12-2015,outros vegetais,0,110.93
9669,4223,20-07-2015,outros vegetais,9,121.31
9670,2068,07-04-2015,pãezinhos / pãezinhos,5,254.94
9671,1003,10-02-2015,pãezinhos / pãezinhos,2,118.71
9672,3528,19-05-2015,pãezinhos / pãezinhos,3,49.95
9673,3662,03-12-2015,leite inteiro,8,241.97
9674,2700,13-05-2015,iogurte,2,70.58
9675,2693,17-08-2015,iogurte,6,26.60
9676,4081,20-10-2015,pãezinhos / pãezinhos,7,163.99
9677,1440,06-12-2015,fruta tropical,6,132.99
9678,2273,21-10-2015,outros vegetais,3,203.69
9679,4910,25-11-2015,pastelaria,2,19.46
9680,4593,04-08-2015,pãezinhos / pãezinhos,2,92.77
9681,1380,21-11-2015,refrigerante,1,110.54
9682,3063,28-12-2015,vegetais de raiz,7,24.52
9683,2558,12-08-2015,pãezinhos / pãezinhos,7,1.17
9684,1744,27-06-2015,refrigerante,8,221.21
9685,3162,06-06-2015,água engarrafada,0,176.71
9686,4783,27-01-2015,iogurte,5,209.53
9687,3141,19-07-2015,pãezinhos / pãezinhos,7,156.86
9688,2315,20-12-2015,outros vegetais,9,153.07
9689,3930,12-07-2015,iogurte,8,200.06
9690,4794,06-09-2015,refrigerante,3,144.27
9691,3960,21-09-2015,leite inteiro,4,166.33
9692,1161,14-03-2015,leite inteiro,2,109.24
9693,1717,09-11-2015,outros vegetais,3,224.45
9694,2138,04-03-2015,vegetais de raiz,9,252.87
9695,1866,13-02-2015,água engarrafada,7,34.38
9696,1269,12-09-2015,leite inteiro,5,155.95
9697,1887,03-02-2015,citrino,5,1.17
9698,2307,12-03-2015,vegetais de raiz,8,243.89
9699,1428,18-01-2015,leite inteiro,7,76.42
9700,1812,14-10-2015,iogurte,7,181.61
9701,2378,15-04-2015,pastelaria,1,196.17
9702,3449,29-11-2015,pãezinhos / pãezinhos,0,217.32
9703,1959,13-12-2015,iogurte,2,44.63
9704,2361,03-10-2015,outros vegetais,2,105.09
9705,2513,15-12-2015,iogurte,0,132.99
9706,4895,21-07-2015,pastelaria,3,79.14
9707,1960,09-01-2015,iogurte,3,212.75
9708,3787,24-09-2015,iogurte,4,175.80
9709,3688,24-09-2015,pãezinhos / pãezinhos,6,173.21
9710,1326,09-11-2015,iogurte,9,91.34
9711,2627,31-10-2015,iogurte,2,65.52
9712,3393,07-11-2015,leite inteiro,2,172.82
9713,4302,03-08-2015,iogurte,9,187.35
9714,2805,18-04-2015,água engarrafada,6,75.77
9715,2214,19-01-2015,vegetais de raiz,3,224.45
9716,1264,30-07-2015,fruta tropical,0,1.95
9717,3201,27-11-2015,leite inteiro,0,27.12
9718,1968,03-10-2015,citrino,3,169.83
9719,3717,01-04-2015,pãezinhos / pãezinhos,3,64.85
9720,3546,22-11-2015,pãezinhos / pãezinhos,4,99.90
9721,3797,23-08-2015,outros vegetais,9,208.88
9722,4695,13-10-2015,leite inteiro,3,0.52
9723,4919,30-03-2015,pastelaria,7,138.05
9724,3289,15-03-2015,pãezinhos / pãezinhos,7,59.03
9725,1200,26-09-2015,pãezinhos / pãezinhos,2,127.80
9726,3789,06-09-2015,vegetais de raiz,9,192.28
9727,1943,30-09-2015,leite inteiro,6,226.27
9728,2164,08-10-2015,outros vegetais,1,6.75
9729,1051,12-08-2015,pãezinhos / pãezinhos,8,75.77
9730,1020,13-10-2015,pãezinhos / pãezinhos,9,207.56
9731,2321,08-04-2015,leite inteiro,2,26.47
9732,3225,12-12-2015,outros vegetais,5,74.21
9733,3401,28-09-2015,vegetais de raiz,2,121.31
9734,2486,25-11-2015,iogurte,9,66.82
9735,1730,19-09-2015,pãezinhos / pãezinhos,0,46.97
9736,4724,12-02-2015,leite inteiro,8,160.23
9737,4951,09-01-2015,leite inteiro,4,166.04
9738,2914,01-04-2015,pãezinhos / pãezinhos,7,125.20
9739,3916,04-10-2015,citrino,5,88.74
9740,4145,11-04-2015,pãezinhos / pãezinhos,3,230.91
9741,2738,03-02-2015,vegetais de raiz,8,51.25
9742,1923,06-12-2015,outros vegetais,1,145.57
9743,4970,08-08-2015,pastelaria,7,120.66
9744,4827,03-10-2015,pãezinhos / pãezinhos,2,112.75
9745,2887,17-01-2015,leite inteiro,4,98.58
9746,1693,27-12-2015,pastelaria,6,197.47
9747,2663,10-09-2015,pastelaria,1,95.98
9748,1551,11-06-2015,iogurte,9,69.02
9749,3421,12-05-2015,iogurte,4,151.02
9750,2785,12-07-2015,leite inteiro,2,84.33
9751,2871,20-12-2015,vegetais de raiz,1,40.22
9752,4969,26-05-2015,água engarrafada,1,76.81
9753,3463,24-09-2015,iogurte,7,118.71
9754,1504,30-11-2015,leite inteiro,5,255.59
9755,2781,11-01-2015,iogurte,9,172.82
9756,1837,03-01-2015,vegetais de raiz,8,243.89
9757,3288,26-04-2015,leite inteiro,9,237.30
9758,2685,19-07-2015,outros vegetais,3,58.64
9759,3599,08-01-2015,citrino,1,79.40
9760,2114,06-11-2015,leite inteiro,4,101.72
9761,2019,08-09-2015,outros vegetais,0,164.77
9762,3170,03-12-2015,iogurte,7,75.90
9763,3507,22-07-2015,pastelaria,7,227.31
9764,2769,31-07-2015,pãezinhos / pãezinhos,6,182.81
9765,4151,02-11-2015,leite inteiro,7,233.79
9766,2274,05-01-2015,pãezinhos / pãezinhos,5,184.49
9767,4741,25-09-2015,leite inteiro,6,218.23
9768,3730,27-07-2015,outros vegetais,7,234.83
9769,2672,26-11-2015,pastelaria,2,67.73
9770,4082,01-05-2015,vegetais de raiz,1,248.07
9771,2202,28-05-2015,pãezinhos / pãezinhos,4,130.00
9772,3036,18-09-2015,leite inteiro,5,219.26
9773,4529,10-05-2015,outros vegetais,2,125.72
9774,1503,17-08-2015,leite inteiro,9,228.86
9775,1651,22-02-2015,água engarrafada,1,156.21
9776,4746,09-12-2015,iogurte,2,193.19
9777,2902,12-06-2015,outros vegetais,5,226.01
9778,2403,01-12-2015,iogurte,3,59.94
9779,1938,08-05-2015,pãezinhos / pãezinhos,2,127.41
9780,4031,18-10-2015,refrigerante,8,121.31
9781,1739,31-05-2015,refrigerante,7,85.89
9782,3485,22-07-2015,fruta tropical,8,86.80
9783,4462,07-06-2015,citrino,0,140.77
9784,3563,25-11-2015,leite inteiro,6,91.08
9785,3776,18-07-2015,refrigerante,5,224.71
9786,1331,29-11-2015,vegetais de raiz,9,102.76
9787,3890,11-01-2015,pãezinhos / pãezinhos,0,53.06
9788,4559,07-02-2015,leite inteiro,6,31.40
9789,3028,19-05-2015,iogurte,7,8.04
9790,3035,04-03-2015,pãezinhos / pãezinhos,3,84.20
9791,1510,25-10-2015,refrigerante,0,20.11
9792,4299,14-08-2015,pãezinhos / pãezinhos,4,126.11
9793,1795,03-04-2015,leite inteiro,0,49.82
9794,3636,14-05-2015,leite inteiro,4,93.67
9795,1595,11-04-2015,refrigerante,3,27.25
9796,3196,05-05-2015,leite inteiro,9,260.65
9797,1510,21-08-2015,leite inteiro,3,158.93
9798,1408,01-03-2015,refrigerante,1,137.79
9799,3686,29-08-2015,outros vegetais,3,254.27
9800,3564,04-07-2015,água engarrafada,2,214.33
9801,2145,21-01-2015,refrigerante,5,224.32
9802,3736,26-02-2015,vegetais de raiz,2,175.41
9803,1296,23-11-2015,iogurte,0,131.04
9804,3999,16-11-2015,pãezinhos / pãezinhos,9,166.72
9805,2492,10-11-2015,leite inteiro,6,194.87
9806,2745,21-04-2015,outros vegetais,6,125.20
9807,2861,12-03-2015,fruta tropical,6,36.85
9808,3553,10-05-2015,outros vegetais,4,208.11
9809,4365,20-02-2015,leite inteiro,7,232.50
9810,2505,22-04-2015,leite inteiro,0,249.62
9811,1485,12-07-2015,outros vegetais,9,145.57
9812,4848,07-07-2015,pãezinhos / pãezinhos,7,174.37
9813,2549,24-08-2015,refrigerante,7,169.83
9814,1200,08-08-2015,vegetais de raiz,2,161.14
9815,1276,26-03-2015,iogurte,8,254.55
9816,1492,20-01-2015,outros vegetais,1,58.25
9817,2506,17-11-2015,outros vegetais,4,257.15
9818,4822,26-02-2015,outros vegetais,4,126.11
9819,2520,06-12-2015,refrigerante,1,100.55
9820,4080,03-07-2015,leite inteiro,0,16.74
9821,1731,17-08-2015,leite inteiro,2,240.67
9822,3452,15-05-2015,pastelaria,0,8.43
9823,1705,28-07-2015,leite inteiro,1,66.04
9824,4570,22-08-2015,fruta tropical,1,5.84
9825,2506,27-12-2015,refrigerante,2,260.13
9826,2765,30-11-2015,iogurte,2,171.52
9827,1685,18-08-2015,leite inteiro,7,41.49
9828,1125,27-08-2015,pastelaria,5,57.35
9829,4274,23-01-2015,outros vegetais,8,60.85
9830,2699,28-11-2015,pastelaria,4,65.13
9831,4936,02-03-2015,vegetais de raiz,6,228.61
9832,2535,20-03-2015,pãezinhos / pãezinhos,6,205.64
9833,4216,24-02-2015,pãezinhos / pãezinhos,9,205.51
9834,2340,28-11-2015,leite inteiro,9,108.33
9835,2864,13-03-2015,fruta tropical,2,162.18
9836,3958,04-11-2015,pãezinhos / pãezinhos,5,120.66
9837,3649,21-06-2015,iogurte,9,111.55
9838,4805,13-10-2015,leite inteiro,1,53.06
9839,1599,20-04-2015,leite inteiro,2,99.90
9840,2781,01-06-2015,outros vegetais,9,124.53
9841,4574,27-11-2015,leite inteiro,2,227.05
9842,1248,15-12-2015,leite inteiro,3,162.83
9843,4059,05-01-2015,leite inteiro,0,219.26
9844,4466,03-09-2015,iogurte,8,35.29
9845,2404,10-02-2015,iogurte,4,0.26
9846,1478,12-02-2015,água engarrafada,0,110.15
9847,4418,04-10-2015,pãezinhos / pãezinhos,2,249.75
9848,2234,27-02-2015,vegetais de raiz,2,169.96
9849,3429,29-06-2015,vegetais de raiz,8,56.05
9850,1046,24-06-2015,água engarrafada,0,2.85
9851,1009,14-05-2015,iogurte,8,134.28
9852,1449,27-05-2015,refrigerante,9,76.42
9853,2441,03-07-2015,pãezinhos / pãezinhos,0,180.99
9854,3049,05-02-2015,iogurte,5,196.17
9855,4109,24-08-2015,outros vegetais,4,246.48
9856,4879,12-10-2015,iogurte,1,88.20
9857,4292,26-10-2015,iogurte,0,127.41
9858,3410,31-05-2015,pãezinhos / pãezinhos,8,44.63
9859,1401,29-05-2015,refrigerante,0,136.10
9860,3255,08-01-2015,leite inteiro,0,123.13
9861,1391,14-03-2015,iogurte,0,184.75
9862,2682,20-01-2015,leite inteiro,8,195.78
9863,1449,03-10-2015,fruta tropical,4,88.74
9864,2192,10-02-2015,refrigerante,9,30.49
9865,4034,13-11-2015,pãezinhos / pãezinhos,2,214.33
9866,3737,12-12-2015,refrigerante,6,244.43
9867,2286,04-12-2015,outros vegetais,3,60.33
9868,1782,13-09-2015,iogurte,6,30.49
9869,2837,19-09-2015,citrino,2,60.33
9870,2526,16-10-2015,iogurte,8,218.62
9871,3663,20-11-2015,pãezinhos / pãezinhos,3,109.24
9872,3034,22-05-2015,outros vegetais,5,29.19
9873,4101,30-01-2015,pãezinhos / pãezinhos,9,94.58
9874,2997,02-06-2015,refrigerante,1,136.23
9875,2513,30-01-2015,pãezinhos / pãezinhos,8,112.88
9876,2691,09-03-2015,pãezinhos / pãezinhos,3,202.66
9877,1094,16-05-2015,refrigerante,2,198.38
9878,4529,24-05-2015,fruta tropical,2,212.75
9879,3280,14-04-2015,fruta tropical,3,43.46
9880,1265,13-04-2015,iogurte,3,141.29
9881,1259,20-09-2015,leite inteiro,0,149.20
9882,3504,05-11-2015,outros vegetais,0,122.61
9883,3336,26-03-2015,fruta tropical,9,141.29
9884,3001,14-11-2015,água engarrafada,9,44.63
9885,2760,14-04-2015,refrigerante,2,243.27
9886,3601,20-12-2015,outros vegetais,6,115.47
9887,1951,22-10-2015,pãezinhos / pãezinhos,5,239.24
9888,3589,31-01-2015,pãezinhos / pãezinhos,0,66.43
9889,2404,15-10-2015,leite inteiro,3,55.79
9890,4733,09-03-2015,outros vegetais,1,36.85
9891,4937,14-02-2015,água engarrafada,0,32.31
9892,4023,21-01-2015,refrigerante,3,228.99
9893,4210,07-08-2015,outros vegetais,3,65.52
9894,1520,26-02-2015,iogurte,7,210.16
9895,1431,05-03-2015,leite inteiro,1,40.09
9896,2986,19-05-2015,leite inteiro,6,201.75
9897,2997,03-08-2015,refrigerante,7,240.28
9898,4326,11-04-2015,iogurte,3,175.02
9899,2713,18-08-2015,pãezinhos / pãezinhos,8,261.04
9900,4535,05-12-2015,pãezinhos / pãezinhos,6,67.44
9901,1529,17-06-2015,refrigerante,0,162.05
9902,4361,18-02-2015,água engarrafada,5,232.11
9903,1789,22-10-2015,iogurte,8,22.32
9904,2141,08-03-2015,leite inteiro,4,85.60
9905,1425,24-09-2015,outros vegetais,0,22.06
9906,4575,10-12-2015,outros vegetais,3,1.17
9907,1042,22-05-2015,água engarrafada,5,132.31
9908,1409,28-07-2015,fruta tropical,6,192.67
9909,4403,08-05-2015,iogurte,5,145.57
9910,1742,27-11-2015,vegetais de raiz,9,31.11
9911,3281,25-10-2015,vegetais de raiz,1,79.01
9912,2610,21-10-2015,pastelaria,3,156.99
9913,2257,15-05-2015,iogurte,9,94.58
9914,2134,27-08-2015,leite inteiro,6,240.67
9915,1921,23-02-2015,pãezinhos / pãezinhos,1,143.88
9916,3220,07-11-2015,pãezinhos / pãezinhos,3,191.37
9917,2547,06-04-2015,outros vegetais,6,2.85
9918,3721,04-07-2015,refrigerante,2,91.34
9919,4706,07-08-2015,leite inteiro,0,22.06
9920,1762,21-01-2015,outros vegetais,2,25.92
9921,2996,08-01-2015,outros vegetais,5,235.48
9922,1452,21-05-2015,leite inteiro,5,53.84
9923,4942,29-01-2015,água engarrafada,3,19.46
9924,2038,17-05-2015,leite inteiro,6,232.11
9925,4089,04-10-2015,pãezinhos / pãezinhos,8,162.44
9926,2287,23-09-2015,pãezinhos / pãezinhos,3,219.91
9927,4899,13-03-2015,outros vegetais,9,83.68
9928,3800,08-02-2015,vegetais de raiz,9,247.03
9929,4120,13-03-2015,pãezinhos / pãezinhos,3,65.39
9930,1776,20-03-2015,iogurte,6,43.07
9931,4470,23-06-2015,outros vegetais,7,123.90
9932,2551,06-06-2015,pãezinhos / pãezinhos,9,48.65
9933,3062,22-03-2015,leite inteiro,4,17.13
9934,3328,15-10-2015,refrigerante,2,57.06
9935,2269,20-09-2015,pãezinhos / pãezinhos,1,166.59
9936,4757,12-01-2015,iogurte,0,200.97
9937,1846,11-09-2015,vegetais de raiz,2,79.40
9938,4439,21-08-2015,pãezinhos / pãezinhos,7,78.49
9939,3333,22-02-2015,pãezinhos / pãezinhos,9,176.42
9940,4486,06-11-2015,pãezinhos / pãezinhos,0,244.43
9941,3010,14-08-2015,vegetais de raiz,8,219.26
9942,2220,07-01-2015,pastelaria,1,40.87
9943,1275,11-04-2015,citrino,1,20.73
9944,1110,09-09-2015,iogurte,8,75.51
9945,3385,28-06-2015,outros vegetais,6,258.06
9946,4335,05-01-2015,outros vegetais,0,185.53
9947,1900,08-01-2015,refrigerante,8,258.06
9948,1614,03-02-2015,leite inteiro,6,125.20
9949,4257,18-08-2015,leite inteiro,2,60.98
9950,4857,28-07-2015,fruta tropical,3,208.11
9951,3239,27-11-2015,iogurte,7,144.66
9952,3651,04-07-2015,iogurte,8,101.46
9953,3256,30-07-2015,refrigerante,4,221.21
9954,2790,11-10-2015,fruta tropical,5,251.67
9955,3581,12-04-2015,pãezinhos / pãezinhos,1,249.75
9956,1697,17-11-2015,refrigerante,7,226.01
9957,1148,14-01-2015,iogurte,0,188.77
9958,4526,21-08-2015,iogurte,7,155.04
9959,3521,17-07-2015,leite inteiro,6,100.55
9960,2790,11-10-2015,outros vegetais,4,85.89
9961,4328,29-08-2015,iogurte,5,141.29
9962,2467,07-10-2015,iogurte,9,70.71
9963,4722,16-12-2015,água engarrafada,3,55.01
9964,4655,02-08-2015,pãezinhos / pãezinhos,5,222.51
9965,2842,29-07-2015,leite inteiro,8,151.15
9966,1796,03-11-2015,iogurte,1,171.78
9967,4440,11-04-2015,vegetais de raiz,1,65.52
9968,2897,27-01-2015,iogurte,0,158.93
9969,2140,30-12-2015,outros vegetais,7,22.70
9970,3659,28-04-2015,leite inteiro,8,64.22
9971,3294,05-04-2015,vegetais de raiz,8,63.83
9972,4067,16-10-2015,pastelaria,5,177.75
9973,1710,05-12-2015,pãezinhos / pãezinhos,1,51.87
9974,1881,15-10-2015,água engarrafada,8,192.54
9975,4190,23-09-2015,citrino,2,172.43
9976,1903,10-03-2015,fruta tropical,1,242.88
9977,4949,18-08-2015,pãezinhos / pãezinhos,1,31.66
9978,4726,01-03-2015,fruta tropical,1,252.35
9979,3066,06-12-2015,refrigerante,9,236.78
9980,3042,27-12-2015,vegetais de raiz,2,55.14
9981,3617,17-04-2015,outros vegetais,4,150.47
9982,1499,09-11-2015,refrigerante,7,117.29
9983,2413,25-10-2015,outros vegetais,8,157.64
9984,3664,30-05-2015,outros vegetais,0,195.78
9985,2235,13-09-2015,vegetais de raiz,9,150.47
9986,4920,21-02-2015,iogurte,7,93.93
9987,4555,09-07-2015,refrigerante,1,73.95
9988,1961,15-12-2015,pãezinhos / pãezinhos,3,238.70
9989,1383,23-02-2015,fruta tropical,2,171.78
9990,4313,23-06-2015,refrigerante,9,6.49
9991,2926,29-10-2015,iogurte,6,71.62
9992,2764,25-02-2015,água engarrafada,4,18.42
9993,4340,26-01-2015,leite inteiro,3,120.01
9994,2043,07-03-2015,pãezinhos / pãezinhos,8,27.12
9995,4567,04-08-2015,leite inteiro,8,96.27
9996,4251,17-01-2015,pastelaria,3,1.17
9997,4629,24-02-2015,leite inteiro,4,247.68
9998,4249,04-12-2015,outros vegetais,1,189.94
9999,2798,22-08-2015,pastelaria,2,85.60
10000,2941,26-09-2015,iogurte,3,9.34
10001,2083,19-06-2015,outros vegetais,4,206.29
10002,1932,27-06-2015,fruta tropical,3,59.03
10003,3760,03-11-2015,refrigerante,0,142.07
10004,3590,09-01-2015,citrino,3,127.41
10005,4091,25-02-2015,leite inteiro,2,153.35
10006,4735,01-04-2015,leite inteiro,5,216.67
10007,4195,04-05-2015,outros vegetais,5,16.09
10008,1017,16-05-2015,pãezinhos / pãezinhos,1,55.14
10009,1339,05-05-2015,leite inteiro,9,6.75
10010,4037,29-12-2015,vegetais de raiz,0,93.93
10011,1620,20-08-2015,iogurte,4,203.95
10012,1090,04-10-2015,iogurte,4,4.15
10013,4727,06-10-2015,vegetais de raiz,1,174.50
10014,1584,31-01-2015,leite inteiro,9,255.85
10015,4883,28-08-2015,outros vegetais,6,211.35
10016,3927,09-12-2015,pãezinhos / pãezinhos,8,101.85
10017,3594,11-09-2015,outros vegetais,9,46.68
10018,2539,15-11-2015,fruta tropical,4,254.55
10019,2556,28-08-2015,pastelaria,3,226.27
10020,2466,28-08-2015,leite inteiro,4,262.05
10021,1211,19-04-2015,outros vegetais,9,16.22
10022,3498,31-03-2015,vegetais de raiz,9,114.43
10023,1176,17-08-2015,outros vegetais,8,147.26
10024,2578,28-05-2015,vegetais de raiz,1,99.25
10025,1342,19-02-2015,pastelaria,0,36.85
10026,2210,07-09-2015,pãezinhos / pãezinhos,5,110.54
10027,4853,04-10-2015,leite inteiro,5,75.77
10028,3791,25-03-2015,iogurte,1,21.02
10029,3866,07-07-2015,leite inteiro,1,29.06
10030,4938,10-12-2015,outros vegetais,7,234.18
10031,4273,21-03-2015,leite inteiro,9,178.01
10032,1558,06-04-2015,outros vegetais,3,14.53
10033,3066,05-05-2015,outros vegetais,2,151.67
10034,4677,09-04-2015,pãezinhos / pãezinhos,6,55.79
10035,3645,05-12-2015,pãezinhos / pãezinhos,7,208.75
10036,1304,17-08-2015,leite inteiro,4,106.91
10037,4905,25-11-2015,outros vegetais,2,23.33
10038,1790,05-02-2015,outros vegetais,0,175.80
10039,1874,10-02-2015,outros vegetais,2,190.07
10040,3852,01-04-2015,outros vegetais,7,247.68
10041,4688,08-05-2015,pãezinhos / pãezinhos,4,134.28
10042,1042,16-10-2015,outros vegetais,2,166.72
10043,4908,20-05-2015,refrigerante,9,24.00
10044,1780,12-07-2015,pãezinhos / pãezinhos,6,91.34
10045,1265,19-01-2015,outros vegetais,6,185.53
10046,1905,31-07-2015,leite inteiro,0,48.00
10047,1407,26-06-2015,citrino,8,112.75
10048,3754,02-01-2015,leite inteiro,4,184.21
10049,4826,15-06-2015,outros vegetais,6,41.78
10050,2685,07-10-2015,iogurte,4,198.76
10051,3793,02-07-2015,pãezinhos / pãezinhos,4,213.04
10052,4687,23-09-2015,outros vegetais,7,205.51
10053,2597,15-08-2015,refrigerante,4,136.88
10054,1878,10-01-2015,refrigerante,7,44.76
10055,4006,14-06-2015,vegetais de raiz,1,17.52
10056,4180,04-06-2015,leite inteiro,3,253.00
10057,1384,23-03-2015,outros vegetais,7,112.10
10058,3322,11-10-2015,iogurte,1,144.27
10059,3763,27-06-2015,leite inteiro,1,26.21
10060,2736,25-05-2015,refrigerante,2,251.67
10061,1376,30-06-2015,refrigerante,9,171.23
10062,1301,07-01-2015,refrigerante,3,171.91
10063,4717,03-05-2015,fruta tropical,6,128.70
10064,3307,28-06-2015,água engarrafada,0,200.97
10065,2332,15-12-2015,vegetais de raiz,6,247.03
10066,4262,25-04-2015,outros vegetais,8,162.83
10067,4222,27-12-2015,fruta tropical,6,23.33
10068,1914,04-06-2015,pãezinhos / pãezinhos,0,242.62
10069,4229,20-08-2015,outros vegetais,8,20.11
10070,4552,19-06-2015,refrigerante,1,101.72
10071,4013,18-03-2015,vegetais de raiz,8,151.80
10072,4566,30-08-2015,pastelaria,0,75.77
10073,3699,12-12-2015,pastelaria,5,54.75
10074,2461,04-10-2015,leite inteiro,1,138.05
10075,1452,25-11-2015,outros vegetais,5,75.51
10076,3746,09-11-2015,fruta tropical,0,135.58
10077,3596,20-04-2015,citrino,7,39.18
10078,3741,14-06-2015,pastelaria,1,78.10
10079,2466,10-10-2015,leite inteiro,3,122.48
10080,2625,18-02-2015,leite inteiro,2,168.92
10081,1064,25-07-2015,vegetais de raiz,6,86.28
10082,4375,29-04-2015,refrigerante,8,24.00
10083,2022,03-06-2015,outros vegetais,5,114.43
10084,3019,19-12-2015,refrigerante,8,138.18
10085,3380,16-02-2015,iogurte,3,169.96
10086,3339,08-12-2015,leite inteiro,6,115.47
10087,4106,06-03-2015,iogurte,1,42.69
10088,1798,01-01-2015,pastelaria,0,166.72
10089,1493,22-05-2015,iogurte,6,19.72
10090,4454,23-12-2015,água engarrafada,0,160.23
10091,1340,13-03-2015,leite inteiro,0,241.97
10092,4223,07-10-2015,pastelaria,9,1.30
10093,4190,27-12-2015,refrigerante,6,31.40
10094,1421,23-02-2015,citrino,4,153.35
10095,4097,14-11-2015,outros vegetais,2,175.02
10096,3390,21-02-2015,iogurte,1,231.20
10097,1768,19-05-2015,outros vegetais,4,41.49
10098,1186,26-04-2015,leite inteiro,8,52.55
10099,4138,04-09-2015,iogurte,1,252.87
10100,2816,11-10-2015,outros vegetais,9,213.43
10101,2568,19-05-2015,outros vegetais,3,1.95
10102,1628,19-11-2015,pastelaria,9,89.78
10103,3736,31-03-2015,leite inteiro,3,222.51
10104,4644,02-07-2015,outros vegetais,2,251.96
10105,1583,31-05-2015,pastelaria,7,46.68
10106,3961,24-12-2015,água engarrafada,6,245.08
10107,2326,16-07-2015,leite inteiro,6,156.86
10108,3118,27-03-2015,citrino,7,246.48
10109,1067,05-03-2015,fruta tropical,7,218.23
10110,1849,25-06-2015,refrigerante,6,10.64
10111,4077,04-08-2015,outros vegetais,2,214.72
10112,3840,28-07-2015,iogurte,7,200.32
10113,3215,31-01-2015,fruta tropical,2,230.29
10114,2425,20-02-2015,outros vegetais,4,127.12
10115,2345,17-12-2015,leite inteiro,8,248.07
10116,3062,01-08-2015,pãezinhos / pãezinhos,2,224.32
10117,2389,13-11-2015,pãezinhos / pãezinhos,7,186.80
10118,4070,27-07-2015,outros vegetais,6,102.76
10119,2594,21-05-2015,leite inteiro,2,180.99
10120,3620,16-05-2015,leite inteiro,3,126.11
10121,1277,23-10-2015,outros vegetais,9,157.25
10122,3704,28-09-2015,iogurte,8,110.28
10123,3815,27-06-2015,pãezinhos / pãezinhos,3,240.67
10124,1619,29-10-2015,vegetais de raiz,4,234.05
10125,2193,30-09-2015,leite inteiro,3,136.49
10126,1593,31-01-2015,outros vegetais,9,92.77
