Member_number,Date,itemDescription,quantidade,price
3998,28-03-2015,other vegetables,4,94.99
4509,29-11-2015,yogurt,1,85.75
1988,08-09-2015,other vegetables,0,67.25
4662,19-10-2015,other vegetables,3,88.60
4157,04-01-2015,other vegetables,7,97.10
4104,27-07-2015,whole milk,5,56.10
2865,14-05-2015,other vegetables,6,55.99
4788,28-04-2015,yogurt,7,56.60
1903,25-01-2015,other vegetables,3,52.20
3578,16-05-2015,root vegetables,5,69.50
2238,06-12-2015,yogurt,4,20.10
3558,25-04-2015,soda,5,40.60
3026,01-01-2015,soda,9,67.25
1127,15-10-2015,pastry,1,59.99
2582,14-11-2015,root vegetables,4,19.75
3396,14-05-2015,soda,7,76.75
3321,13-07-2015,yogurt,0,70.10
1276,28-04-2015,rolls/buns,1,16.75
2255,01-05-2015,whole milk,1,74.45
3225,12-06-2015,whole milk,7,11.45
2421,21-11-2015,whole milk,2,92.60
3455,13-09-2015,pastry,0,32.50
1295,28-01-2015,bottled water,7,45.25
2184,23-01-2015,other vegetables,7,76.10
4054,06-05-2015,whole milk,8,15.75
3972,08-06-2015,bottled water,6,63.99
1347,31-07-2015,other vegetables,0,55.99
3264,05-04-2015,whole milk,4,84.45
1954,06-08-2015,whole milk,8,12.25
2321,16-06-2015,rolls/buns,6,15.75
1277,07-06-2015,whole milk,4,43.20
1390,02-03-2015,whole milk,6,41.20
1870,09-09-2015,other vegetables,1,12.20
2813,01-10-2015,yogurt,5,64.50
1733,18-03-2015,root vegetables,1,55.25
4864,27-03-2015,whole milk,9,75.10
3042,05-10-2015,other vegetables,7,64.10
4988,04-10-2015,other vegetables,5,19.45
4069,03-05-2015,other vegetables,8,59.50
3910,18-12-2015,other vegetables,8,73.25
3358,21-02-2015,soda,4,51.50
1995,12-06-2015,root vegetables,5,80.60
1787,31-10-2015,other vegetables,6,47.20
4215,31-05-2015,yogurt,6,39.75
1509,04-11-2015,root vegetables,9,35.50
2364,21-06-2015,yogurt,5,54.10
4679,10-11-2015,tropical fruit,4,96.45
4324,05-01-2015,tropical fruit,4,57.45
3497,14-06-2015,whole milk,1,89.60
1008,21-07-2015,root vegetables,5,65.45
4572,29-10-2015,rolls/buns,6,81.25
2422,12-08-2015,other vegetables,6,53.10
3262,08-12-2015,other vegetables,7,43.50
1370,28-06-2015,whole milk,3,62.50
4495,08-04-2015,other vegetables,1,53.99
2492,01-11-2015,soda,5,1.99
4688,01-08-2015,other vegetables,3,73.99
3633,14-07-2015,pastry,5,39.10
1999,24-08-2015,tropical fruit,4,30.99
4828,11-10-2015,root vegetables,0,16.10
1969,23-07-2015,citrus fruit,4,12.25
1777,22-04-2015,whole milk,5,66.50
4967,06-08-2015,whole milk,2,89.60
4291,29-07-2015,citrus fruit,1,50.20
3579,02-06-2015,rolls/buns,6,25.60
2271,20-11-2015,root vegetables,5,16.45
3621,09-04-2015,root vegetables,9,100.99
3491,11-06-2015,root vegetables,5,91.60
1542,28-04-2015,yogurt,4,1.45
4117,11-08-2015,citrus fruit,1,77.75
3289,31-03-2015,tropical fruit,6,41.99
1883,05-11-2015,whole milk,4,99.75
3184,04-09-2015,whole milk,3,14.75
1135,29-04-2015,other vegetables,6,82.50
1394,14-02-2015,bottled water,3,18.25
4110,28-11-2015,root vegetables,3,11.25
4043,21-01-2015,other vegetables,0,97.20
3491,06-06-2015,root vegetables,8,71.45
1032,23-08-2015,root vegetables,5,6.50
3588,19-08-2015,other vegetables,4,41.25
2202,24-06-2015,root vegetables,5,10.20
4207,17-03-2015,rolls/buns,2,2.10
2580,24-10-2015,yogurt,1,61.75
4852,17-06-2015,pastry,6,10.99
1595,20-06-2015,whole milk,7,59.20
4667,07-05-2015,other vegetables,3,73.75
2631,27-09-2015,root vegetables,5,32.25
1623,01-03-2015,pastry,8,11.25
1784,26-05-2015,other vegetables,1,30.20
2379,19-09-2015,other vegetables,5,42.99
4361,27-01-2015,rolls/buns,5,75.10
1286,12-08-2015,soda,6,91.45
3267,18-01-2015,yogurt,3,97.45
3402,06-01-2015,other vegetables,3,54.99
3013,21-08-2015,root vegetables,6,83.20
1388,03-04-2015,root vegetables,6,1.60
3309,21-01-2015,other vegetables,4,87.75
4603,21-01-2015,root vegetables,8,33.50
2712,11-09-2015,soda,6,77.25
2688,22-11-2015,whole milk,9,97.10
4677,15-10-2015,rolls/buns,0,53.10
3250,12-04-2015,whole milk,2,78.50
2079,16-05-2015,whole milk,1,24.99
2460,27-10-2015,rolls/buns,8,26.25
4286,06-06-2015,citrus fruit,8,67.45
2888,05-09-2015,soda,6,32.20
2376,28-05-2015,whole milk,8,51.99
2311,06-06-2015,other vegetables,1,95.45
2592,20-03-2015,yogurt,6,47.20
4031,03-01-2015,other vegetables,9,23.99
1416,04-03-2015,yogurt,1,97.20
3674,22-03-2015,other vegetables,1,73.75
4658,14-07-2015,pastry,2,68.75
1408,23-07-2015,whole milk,7,8.20
1639,10-10-2015,tropical fruit,7,17.99
4139,26-11-2015,rolls/buns,8,80.20
2534,09-08-2015,bottled water,7,15.99
2413,13-12-2015,whole milk,4,1.45
4367,15-11-2015,whole milk,0,42.60
4478,04-12-2015,bottled water,2,93.50
4178,13-11-2015,pastry,1,22.20
4330,22-06-2015,whole milk,9,74.45
1659,25-03-2015,other vegetables,2,69.75
2406,24-10-2015,root vegetables,8,29.10
2218,02-07-2015,whole milk,2,47.75
3980,09-04-2015,citrus fruit,3,77.25
2519,14-03-2015,yogurt,2,36.10
2654,22-09-2015,whole milk,0,79.45
3276,23-02-2015,whole milk,1,6.50
4094,30-03-2015,soda,3,69.60
2313,18-02-2015,pastry,4,53.20
2716,10-09-2015,rolls/buns,1,28.25
1750,08-02-2015,pastry,2,80.10
1527,30-12-2015,whole milk,8,69.60
3268,13-07-2015,whole milk,5,96.99
1154,06-04-2015,other vegetables,5,83.45
2400,22-03-2015,tropical fruit,3,48.25
3505,21-07-2015,other vegetables,9,8.75
4292,27-03-2015,bottled water,7,50.10
4906,30-09-2015,citrus fruit,9,64.10
2745,08-04-2015,rolls/buns,7,23.99
4682,17-05-2015,other vegetables,2,63.60
2553,01-02-2015,tropical fruit,3,83.60
1873,14-02-2015,pastry,3,86.20
3738,15-07-2015,rolls/buns,1,18.45
2042,17-11-2015,root vegetables,7,64.45
4669,27-05-2015,other vegetables,5,21.20
3450,03-10-2015,tropical fruit,8,88.25
2225,12-03-2015,whole milk,5,51.45
4494,02-11-2015,tropical fruit,2,37.60
1711,22-11-2015,yogurt,6,90.10
2436,24-11-2015,whole milk,0,85.10
2888,20-12-2015,other vegetables,5,87.99
4665,26-02-2015,whole milk,5,76.25
3052,04-07-2015,rolls/buns,7,43.25
4943,28-07-2015,soda,1,97.60
1323,03-11-2015,whole milk,1,80.99
2960,17-02-2015,pastry,9,42.45
4347,07-03-2015,root vegetables,5,60.25
3893,15-04-2015,whole milk,1,2.25
2659,15-06-2015,yogurt,3,70.99
3841,01-02-2015,other vegetables,0,77.20
1077,12-09-2015,soda,8,91.50
3324,24-08-2015,rolls/buns,4,74.99
4976,11-07-2015,pastry,3,23.10
3894,06-11-2015,other vegetables,4,19.60
3718,18-10-2015,rolls/buns,2,55.99
3652,18-09-2015,whole milk,1,33.45
1845,28-05-2015,rolls/buns,8,14.10
1535,14-01-2015,soda,3,96.60
4768,13-03-2015,yogurt,4,32.50
1921,25-10-2015,bottled water,4,81.60
1046,18-06-2015,pastry,1,91.10
1484,24-02-2015,whole milk,9,70.10
4563,16-05-2015,whole milk,9,91.99
3741,21-11-2015,other vegetables,9,71.45
1655,20-11-2015,whole milk,5,64.60
1878,22-02-2015,yogurt,0,40.10
1472,06-07-2015,whole milk,1,66.50
3160,22-01-2015,yogurt,8,93.75
3195,30-01-2015,yogurt,4,45.10
2008,21-10-2015,soda,5,82.99
4667,23-02-2015,rolls/buns,6,33.75
4068,10-01-2015,yogurt,5,27.45
3454,17-12-2015,other vegetables,1,91.60
1118,27-07-2015,yogurt,0,32.20
3251,26-12-2015,rolls/buns,9,26.45
3694,17-12-2015,rolls/buns,4,45.25
3345,30-09-2015,whole milk,0,9.75
4657,14-01-2015,yogurt,1,13.10
3683,05-12-2015,other vegetables,4,0.20
4685,04-11-2015,root vegetables,6,4.60
3552,02-09-2015,other vegetables,1,92.45
3134,07-06-2015,other vegetables,1,62.60
4797,04-07-2015,root vegetables,5,21.45
1443,04-03-2015,root vegetables,7,96.60
2171,31-03-2015,rolls/buns,2,8.25
2476,05-05-2015,root vegetables,7,28.10
2592,01-10-2015,soda,7,46.20
4607,17-11-2015,soda,4,46.25
3600,26-11-2015,whole milk,8,24.99
4160,19-04-2015,root vegetables,0,97.60
2800,02-02-2015,other vegetables,8,24.60
4680,22-08-2015,yogurt,3,5.99
4780,05-04-2015,other vegetables,4,88.20
3329,21-02-2015,rolls/buns,9,70.60
4122,24-04-2015,rolls/buns,4,73.99
2186,14-02-2015,soda,4,57.60
1116,23-07-2015,bottled water,0,46.60
3629,13-04-2015,tropical fruit,9,54.20
1880,15-09-2015,soda,8,81.45
2476,04-12-2015,whole milk,2,58.60
3284,28-01-2015,rolls/buns,4,21.25
1866,15-02-2015,bottled water,3,32.10
1678,23-08-2015,whole milk,9,25.10
2327,04-08-2015,bottled water,0,97.99
4710,09-05-2015,root vegetables,5,69.99
4563,27-06-2015,other vegetables,9,79.99
4160,12-06-2015,rolls/buns,7,18.25
3750,28-02-2015,yogurt,1,0.75
2108,11-08-2015,yogurt,2,79.25
2072,19-02-2015,root vegetables,3,30.10
2391,27-06-2015,yogurt,3,84.75
1047,04-01-2015,soda,2,68.10
2464,19-07-2015,other vegetables,6,19.20
2029,08-07-2015,rolls/buns,0,50.50
1807,18-12-2015,other vegetables,0,39.75
4614,24-10-2015,whole milk,6,24.60
4105,29-05-2015,root vegetables,0,46.75
4335,12-10-2015,bottled water,7,80.25
4582,13-11-2015,other vegetables,5,70.10
4744,20-01-2015,soda,3,56.99
2273,27-11-2015,root vegetables,1,71.10
1173,22-10-2015,rolls/buns,1,9.50
3334,03-05-2015,whole milk,0,20.20
2964,11-08-2015,tropical fruit,2,40.45
2809,10-04-2015,other vegetables,1,88.99
4539,09-03-2015,bottled water,3,83.99
2690,20-10-2015,soda,9,61.45
4305,23-06-2015,other vegetables,3,47.75
2633,14-02-2015,whole milk,7,82.50
2870,25-02-2015,pastry,5,74.20
2977,16-11-2015,pastry,9,74.60
1023,28-06-2015,yogurt,4,96.20
3251,09-11-2015,rolls/buns,3,95.50
4100,22-04-2015,pastry,3,4.60
3287,02-02-2015,rolls/buns,3,74.75
3468,14-11-2015,tropical fruit,5,40.75
3811,11-05-2015,yogurt,9,37.60
2874,22-01-2015,bottled water,0,83.99
4510,26-03-2015,pastry,5,15.20
4741,25-02-2015,whole milk,5,80.10
3557,24-05-2015,whole milk,0,60.75
4328,21-07-2015,tropical fruit,3,98.75
1052,06-07-2015,yogurt,8,96.99
1719,17-09-2015,other vegetables,5,31.45
3835,06-01-2015,soda,6,91.25
1720,05-12-2015,whole milk,8,27.75
4628,29-11-2015,yogurt,8,69.45
4843,13-05-2015,whole milk,2,78.99
4395,25-06-2015,whole milk,4,6.25
1196,27-11-2015,rolls/buns,5,61.50
3519,28-01-2015,whole milk,0,71.99
1335,18-10-2015,yogurt,2,5.75
4988,29-10-2015,other vegetables,8,3.50
4437,20-10-2015,other vegetables,4,72.50
3101,17-12-2015,soda,2,48.45
2433,19-10-2015,root vegetables,9,43.60
2051,14-11-2015,whole milk,7,32.99
2982,25-06-2015,yogurt,9,96.25
1804,30-11-2015,whole milk,0,96.20
2789,28-01-2015,other vegetables,3,36.50
2512,23-04-2015,bottled water,6,29.75
2102,10-05-2015,other vegetables,7,24.20
2083,28-03-2015,whole milk,1,19.75
1656,13-08-2015,whole milk,5,87.99
3882,23-04-2015,other vegetables,0,12.60
4919,12-03-2015,root vegetables,4,28.99
4876,21-02-2015,soda,4,41.45
4606,13-03-2015,whole milk,8,45.45
2777,24-05-2015,soda,9,12.50
1943,07-01-2015,other vegetables,0,37.50
1023,06-01-2015,rolls/buns,0,75.99
1395,26-06-2015,root vegetables,8,2.99
3260,08-07-2015,whole milk,0,33.20
2985,05-01-2015,soda,4,51.75
1205,14-03-2015,yogurt,2,0.20
1116,08-10-2015,rolls/buns,6,92.50
1633,09-08-2015,whole milk,5,10.60
2677,23-12-2015,root vegetables,9,35.10
1994,05-10-2015,yogurt,9,47.50
4298,25-07-2015,root vegetables,6,71.50
1097,01-11-2015,soda,0,14.99
3766,07-05-2015,tropical fruit,7,61.20
2348,28-02-2015,root vegetables,9,96.99
4588,08-11-2015,pastry,1,91.20
2787,05-03-2015,rolls/buns,3,79.10
2056,24-11-2015,pastry,6,79.75
3986,25-07-2015,whole milk,0,12.60
3861,07-07-2015,bottled water,3,36.99
4914,14-03-2015,whole milk,2,40.50
2004,21-08-2015,other vegetables,2,76.60
2521,03-03-2015,bottled water,3,31.50
1422,28-02-2015,rolls/buns,1,28.20
3082,20-02-2015,tropical fruit,0,44.10
4773,31-10-2015,yogurt,9,43.25
2723,03-11-2015,yogurt,7,59.99
1361,08-09-2015,rolls/buns,3,77.10
2294,10-05-2015,rolls/buns,8,80.75
2113,07-09-2015,whole milk,9,43.20
2328,22-02-2015,other vegetables,9,43.60
3069,09-04-2015,tropical fruit,3,72.75
1993,08-07-2015,root vegetables,7,32.45
4579,09-01-2015,whole milk,3,76.75
4427,14-01-2015,root vegetables,1,59.45
2883,12-10-2015,bottled water,0,73.75
2606,26-01-2015,rolls/buns,1,15.75
3354,14-01-2015,other vegetables,1,56.50
3656,11-03-2015,yogurt,3,35.99
4417,18-05-2015,tropical fruit,7,6.99
3872,03-11-2015,whole milk,4,32.50
1218,29-12-2015,whole milk,5,28.99
4550,02-03-2015,other vegetables,7,57.99
1377,06-02-2015,bottled water,8,95.20
2348,01-11-2015,root vegetables,8,62.75
1627,11-02-2015,other vegetables,5,70.45
4266,17-06-2015,root vegetables,3,36.99
3117,30-09-2015,other vegetables,8,16.20
1154,17-05-2015,whole milk,2,15.20
2188,28-07-2015,rolls/buns,4,76.10
4679,16-05-2015,other vegetables,1,68.99
2495,28-07-2015,soda,8,10.10
4117,10-12-2015,tropical fruit,9,69.10
1500,06-01-2015,soda,3,87.99
4467,22-11-2015,whole milk,0,18.50
4220,21-11-2015,whole milk,6,68.10
3922,01-04-2015,rolls/buns,6,69.45
2139,16-04-2015,yogurt,8,50.50
2475,10-11-2015,soda,6,16.50
2518,03-07-2015,rolls/buns,2,41.25
3460,14-02-2015,whole milk,9,81.60
3224,19-01-2015,bottled water,0,62.20
1540,26-11-2015,root vegetables,5,40.60
3942,04-04-2015,other vegetables,7,83.75
2939,03-08-2015,bottled water,1,22.10
1785,07-06-2015,whole milk,9,51.99
1828,24-03-2015,bottled water,5,7.25
4225,08-05-2015,root vegetables,5,23.50
1892,24-04-2015,yogurt,0,18.45
2535,10-11-2015,other vegetables,8,52.25
1452,29-03-2015,soda,3,56.50
2196,23-08-2015,other vegetables,3,28.60
1026,28-05-2015,root vegetables,5,25.20
4967,23-09-2015,other vegetables,9,24.75
3408,05-11-2015,rolls/buns,0,45.25
1137,26-09-2015,other vegetables,7,5.10
3832,17-07-2015,whole milk,5,7.99
2179,16-04-2015,whole milk,8,75.20
2604,12-02-2015,other vegetables,4,74.25
2238,20-03-2015,whole milk,8,77.45
2589,12-02-2015,other vegetables,4,34.75
2402,06-09-2015,bottled water,9,35.50
4130,06-11-2015,root vegetables,1,6.25
4841,17-12-2015,yogurt,8,19.99
1021,22-10-2015,yogurt,1,7.60
1104,04-01-2015,rolls/buns,0,75.75
2613,09-01-2015,soda,5,65.99
4204,16-10-2015,rolls/buns,8,25.20
1945,05-02-2015,tropical fruit,0,8.25
1427,26-11-2015,other vegetables,5,6.60
3709,08-09-2015,pastry,9,33.20
4691,08-01-2015,other vegetables,7,32.20
1465,26-06-2015,other vegetables,1,36.50
2867,16-07-2015,other vegetables,5,17.75
3252,22-08-2015,bottled water,1,93.50
2359,21-04-2015,other vegetables,7,49.10
4430,02-12-2015,tropical fruit,9,71.25
3456,10-09-2015,root vegetables,2,69.75
1389,18-02-2015,tropical fruit,6,30.75
4800,24-12-2015,soda,4,86.99
1833,12-07-2015,whole milk,4,73.45
4827,27-01-2015,bottled water,5,27.99
1489,23-06-2015,soda,2,9.60
2429,29-06-2015,whole milk,1,27.25
2721,10-08-2015,root vegetables,0,63.75
1214,10-01-2015,yogurt,2,20.99
1608,10-11-2015,whole milk,5,56.25
1911,02-06-2015,tropical fruit,8,55.50
3881,02-04-2015,other vegetables,3,1.20
1780,27-08-2015,whole milk,8,11.10
4675,14-09-2015,other vegetables,1,61.50
3497,24-09-2015,whole milk,0,15.20
3472,28-02-2015,other vegetables,3,84.60
4217,05-02-2015,yogurt,4,3.60
3778,01-10-2015,citrus fruit,2,60.75
4525,28-09-2015,citrus fruit,1,78.60
1339,28-11-2015,whole milk,6,18.99
2001,28-01-2015,other vegetables,2,73.20
2091,19-10-2015,pastry,7,24.10
2453,28-08-2015,whole milk,9,57.20
4681,28-02-2015,soda,8,5.99
2618,14-09-2015,yogurt,5,43.20
3389,26-01-2015,root vegetables,0,86.10
3044,29-09-2015,root vegetables,0,42.20
2683,11-08-2015,soda,4,71.10
4063,12-11-2015,pastry,0,80.20
4356,01-12-2015,whole milk,5,49.75
3613,05-06-2015,root vegetables,4,28.25
2001,03-03-2015,other vegetables,5,26.25
2070,24-03-2015,citrus fruit,4,94.99
2698,24-01-2015,yogurt,8,66.50
2421,27-10-2015,other vegetables,0,56.75
2410,21-11-2015,other vegetables,7,19.25
2728,28-11-2015,whole milk,6,9.25
4031,14-01-2015,other vegetables,2,65.75
3986,18-11-2015,citrus fruit,1,31.99
3312,29-07-2015,whole milk,2,100.99
1756,03-03-2015,other vegetables,8,10.10
2875,01-11-2015,soda,7,63.25
3871,31-07-2015,tropical fruit,2,74.50
3322,25-04-2015,citrus fruit,4,56.60
1386,31-07-2015,soda,0,95.75
4672,13-02-2015,other vegetables,2,36.75
1104,18-03-2015,yogurt,4,3.45
3271,27-12-2015,yogurt,3,26.75
4648,08-10-2015,yogurt,0,15.20
4224,04-10-2015,pastry,6,37.10
1697,23-02-2015,other vegetables,4,16.60
3884,07-04-2015,rolls/buns,9,35.99
4843,25-02-2015,yogurt,5,33.25
1663,11-11-2015,tropical fruit,8,66.20
2799,25-05-2015,yogurt,3,42.10
4065,11-05-2015,other vegetables,6,83.99
1904,18-04-2015,yogurt,6,68.25
2883,16-04-2015,yogurt,3,83.25
2938,25-06-2015,tropical fruit,5,34.75
3365,28-06-2015,other vegetables,5,96.60
2937,31-07-2015,other vegetables,6,24.50
3986,26-05-2015,citrus fruit,0,42.20
4234,02-08-2015,rolls/buns,7,23.20
3484,05-08-2015,rolls/buns,9,92.10
3337,10-01-2015,yogurt,4,88.45
2260,27-06-2015,soda,7,100.75
4952,22-10-2015,soda,2,96.75
2433,31-07-2015,whole milk,8,6.75
3938,31-07-2015,other vegetables,2,83.60
1939,02-07-2015,tropical fruit,7,84.25
1636,04-05-2015,whole milk,4,23.60
2443,12-01-2015,pastry,7,60.60
4911,07-01-2015,rolls/buns,4,33.60
2363,22-05-2015,pastry,8,89.25
2344,19-04-2015,other vegetables,1,47.50
3495,18-11-2015,whole milk,4,43.60
1625,27-11-2015,root vegetables,9,68.45
2942,01-02-2015,whole milk,1,69.10
2932,22-01-2015,whole milk,2,19.99
4049,01-08-2015,citrus fruit,6,8.20
2930,23-03-2015,pastry,0,69.10
4929,26-03-2015,bottled water,0,50.50
3405,13-04-2015,whole milk,3,16.45
1759,26-09-2015,whole milk,4,77.99
3055,18-08-2015,soda,2,1.99
1733,18-03-2015,yogurt,4,57.25
4812,27-05-2015,whole milk,5,57.99
4069,03-05-2015,soda,6,17.10
4175,29-01-2015,other vegetables,3,49.45
3910,18-12-2015,rolls/buns,0,11.25
3358,21-02-2015,whole milk,4,43.20
1943,14-01-2015,whole milk,5,90.20
1995,12-06-2015,rolls/buns,3,20.99
1787,31-10-2015,whole milk,1,63.10
2158,01-08-2015,whole milk,0,39.20
3180,19-10-2015,tropical fruit,5,12.10
1226,12-11-2015,soda,7,80.75
1509,04-11-2015,yogurt,3,50.25
4679,10-11-2015,pastry,7,57.99
4324,05-01-2015,whole milk,1,36.99
3497,14-06-2015,yogurt,3,45.20
1008,21-07-2015,yogurt,4,36.10
3752,20-08-2015,soda,4,85.45
3262,08-12-2015,yogurt,3,71.60
1090,31-08-2015,yogurt,0,83.25
3862,18-11-2015,rolls/buns,5,47.50
2492,01-11-2015,other vegetables,4,24.50
3709,08-08-2015,yogurt,0,55.50
3608,12-10-2015,other vegetables,3,55.10
3812,13-11-2015,whole milk,0,34.60
4742,15-11-2015,tropical fruit,2,7.60
1135,10-07-2015,soda,7,35.75
1353,21-01-2015,tropical fruit,3,22.45
3095,13-10-2015,whole milk,5,16.25
1298,23-06-2015,soda,4,48.75
3189,03-02-2015,root vegetables,1,68.10
4984,26-04-2015,yogurt,5,64.60
4444,06-10-2015,root vegetables,2,47.75
4678,17-12-2015,whole milk,5,99.75
4469,18-10-2015,root vegetables,8,26.99
1788,05-12-2015,citrus fruit,4,0.75
3768,01-08-2015,root vegetables,7,41.75
4661,01-03-2015,rolls/buns,9,20.45
3801,17-08-2015,tropical fruit,3,2.25
2365,11-06-2015,yogurt,6,9.45
2602,08-02-2015,tropical fruit,9,29.75
2391,05-12-2015,other vegetables,5,10.75
2652,01-08-2015,pastry,3,74.60
4322,14-11-2015,yogurt,3,18.10
3254,19-10-2015,soda,6,5.50
1711,21-03-2015,citrus fruit,3,42.20
4891,06-10-2015,whole milk,0,78.50
1622,12-02-2015,tropical fruit,1,82.50
1037,16-12-2015,yogurt,0,76.50
4293,23-04-2015,whole milk,8,76.75
3054,09-04-2015,whole milk,8,48.99
4811,02-11-2015,rolls/buns,0,90.20
4749,15-02-2015,root vegetables,9,35.45
4685,19-07-2015,whole milk,7,68.25
3621,14-07-2015,bottled water,5,0.60
3219,04-08-2015,other vegetables,5,68.75
1444,29-12-2015,other vegetables,7,86.60
1698,22-07-2015,yogurt,3,77.20
4550,30-01-2015,other vegetables,3,55.45
3183,07-08-2015,rolls/buns,3,43.10
2227,20-06-2015,whole milk,9,39.50
4806,27-10-2015,tropical fruit,6,76.25
1164,30-03-2015,root vegetables,0,13.75
3096,23-06-2015,yogurt,5,42.75
4515,10-05-2015,yogurt,0,63.45
3079,10-03-2015,soda,3,72.10
1230,19-11-2015,pastry,8,86.10
2578,25-01-2015,tropical fruit,0,64.45
4611,27-08-2015,whole milk,6,70.45
3575,24-01-2015,whole milk,3,95.75
2560,19-06-2015,bottled water,9,87.75
2950,10-10-2015,bottled water,6,60.60
4337,26-10-2015,tropical fruit,2,55.50
2924,19-11-2015,yogurt,4,92.75
3734,05-09-2015,rolls/buns,1,37.25
1823,11-11-2015,pastry,6,65.20
1722,27-08-2015,pastry,1,79.10
4924,11-06-2015,other vegetables,0,29.75
2902,16-08-2015,whole milk,3,37.75
2184,23-01-2015,rolls/buns,9,82.50
2057,13-11-2015,soda,0,26.45
4913,01-08-2015,other vegetables,0,55.50
2413,26-06-2015,rolls/buns,1,68.45
4819,20-09-2015,soda,1,6.20
3648,02-06-2015,soda,8,58.50
2305,28-09-2015,whole milk,7,74.50
2005,20-04-2015,yogurt,7,77.25
1703,15-02-2015,bottled water,5,36.10
1133,26-02-2015,rolls/buns,1,72.60
4007,13-03-2015,bottled water,1,59.25
2383,02-01-2015,yogurt,8,84.50
3573,03-04-2015,root vegetables,4,41.20
3765,12-06-2015,soda,1,42.45
2875,12-03-2015,soda,8,67.10
3535,28-02-2015,rolls/buns,4,24.50
2046,28-02-2015,bottled water,4,84.50
2108,01-10-2015,tropical fruit,3,56.20
4008,19-05-2015,root vegetables,6,9.45
3027,14-09-2015,root vegetables,0,95.99
4952,26-08-2015,pastry,1,8.50
1218,20-08-2015,rolls/buns,5,66.20
4804,19-11-2015,whole milk,1,95.45
1123,31-01-2015,rolls/buns,8,44.99
1827,01-07-2015,soda,1,50.75
4051,28-01-2015,whole milk,8,59.45
4960,19-08-2015,root vegetables,1,25.20
3549,12-02-2015,tropical fruit,2,62.60
3196,04-11-2015,tropical fruit,5,85.20
2583,15-02-2015,tropical fruit,6,92.10
1362,06-10-2015,whole milk,1,53.45
2462,08-01-2015,pastry,0,99.99
3447,03-09-2015,whole milk,1,83.25
2082,21-06-2015,pastry,5,44.45
1679,08-12-2015,rolls/buns,3,24.10
3605,05-04-2015,rolls/buns,5,34.10
1617,30-03-2015,soda,9,94.10
3399,09-04-2015,other vegetables,9,88.75
1570,15-03-2015,yogurt,6,22.99
3348,05-12-2015,whole milk,7,63.20
1427,10-01-2015,soda,9,31.25
3593,10-09-2015,whole milk,0,42.75
2115,18-11-2015,soda,9,61.60
2480,26-03-2015,yogurt,7,22.10
1532,20-06-2015,citrus fruit,2,79.50
2530,13-06-2015,yogurt,8,79.75
1803,12-05-2015,yogurt,9,53.99
2604,20-09-2015,bottled water,6,67.10
1515,09-11-2015,soda,6,4.99
1845,07-08-2015,root vegetables,0,44.25
4217,17-06-2015,soda,1,25.99
4281,14-09-2015,soda,7,9.50
2690,01-05-2015,other vegetables,5,17.50
2834,02-12-2015,yogurt,3,25.50
3894,25-01-2015,root vegetables,5,59.60
1430,04-09-2015,yogurt,1,4.60
2738,11-04-2015,whole milk,0,79.50
4755,27-12-2015,rolls/buns,7,43.25
1410,08-11-2015,soda,3,29.25
2040,31-05-2015,tropical fruit,8,78.10
2566,31-01-2015,pastry,9,12.50
2655,05-01-2015,pastry,1,53.50
3175,05-06-2015,other vegetables,2,81.20
3738,01-04-2015,yogurt,7,50.20
1593,08-08-2015,rolls/buns,9,10.20
2105,21-01-2015,tropical fruit,5,70.75
2056,03-07-2015,bottled water,6,3.99
4524,26-12-2015,root vegetables,5,15.25
3705,07-09-2015,root vegetables,1,91.60
1634,28-05-2015,bottled water,9,13.99
2030,04-09-2015,soda,0,42.60
